user_id,react_pre,react_pre_ll,react_pre_ul,react_pre_prob_gt0,react_post,react_post_ll,react_post_ul,react_post_prob_gt0,magnitude,magnitude_ll,magnitude_ul,asymmetry,asymmetry_ll,asymmetry_ul
ad_pa_2006_01_27_630,-7.728410285,-9.608855172500002,-5.840080172150002,0,-7.015368530000001,-9.098624875499999,-4.9639967911300005,0,10.474227729183589,10.474227729183589,10.474227729183589,0.6987680000000007,-1.2536344874999994,2.7401677910000006
ad_qu_2002_11_13_717,-8.8894915,-10.983524030000002,-6.832479556500002,0,-9.30311905,-11.348887896499999,-7.311788497499999,0,12.901465468317548,12.901465468317548,12.901465468317548,-0.4407935500000013,-2.2893554764999995,1.425830972999998
ag_br_2003_11_19_333,4.162817645,1.8181738353499999,6.493529998649997,0.996625,9.9600733,7.675243136,12.324705204499999,1,10.838818546948842,10.838818546948842,10.838818546948842,5.80454226,3.8025450542999994,7.812047643649999
ag_ce_2003_06_14_325,8.3421231,6.198369059000001,10.436878596999998,1,0.9627784500000001,-1.0130700154999999,2.9713254579999995,0.78375,8.461541255257158,8.461541255257158,8.461541255257158,-7.366616,-9.461639384,-5.235801876500002
ag_gi_1979_11_16_447,7.5496211,5.447350234,9.6546754505,1,4.128256815,2.0932208795,6.158162333899999,0.99925,8.637847353637206,8.637847353637206,8.637847353637206,-3.4158367849999993,-5.404626370999999,-1.385552712950003
ag_nu_2003_07_30_860,-6.67966605,-8.7271601075,-4.628218479250001,0,-5.30747535,-7.3014562255,-3.2626124370000027,0,8.566054441725948,8.566054441725948,8.566054441725948,1.3575999500000004,-0.5433170799999993,3.3468532674999985
ag_te_2004_05_26_499,-3.9710370500000005,-6.293297182660001,-1.6058622365000013,0.00325,-1.0868199399999998,-3.082106582775,0.9352494919999996,0.193,4.25583572656395,4.25583572656395,4.25583572656395,2.870675835,0.5001776983900004,5.284965217499998
al_bi_2001_12_25_849,4.17512783,2.3070704037499996,6.072556332849999,0.99975,3.4488271000000004,1.4237451735000002,5.405501015249998,0.996125,5.47426464393862,5.47426464393862,5.47426464393862,-0.736709185,-2.7123829004499997,1.2722694020000003
al_bo_2002_07_25_563,8.86896945,6.449205638,11.288895856499996,1,7.8552217,6.009761232500001,9.728864268499999,1,11.875404432243144,11.875404432243144,11.875404432243144,-1.0260610999999988,-3.2799380140000003,1.3057985629999995
al_do_2001_05_27_255,-6.94465855,-8.873418019999999,-4.9953408070000025,0,-4.3148878,-6.420613253500001,-2.223729565250002,0.001,8.207195999657447,8.207195999657447,8.207195999657447,2.6167251499999997,0.6450443894999999,4.616780026149999
al_fr_2002_08_12_247,-4.2346605,-6.5608470775,-1.9386123875000019,0.00225,2.9481562500000003,0.5699828839999999,5.2371211199499985,0.975875,5.406924799819365,5.406924799819365,5.406924799819365,7.1735779,4.617130373699999,9.708092709999999
