user_id,react_pre,react_pre_ll,react_pre_ul,react_pre_prob_gt0,react_post,react_post_ll,react_post_ul,react_post_prob_gt0,magnitude,magnitude_ll,magnitude_ul,asymmetry,asymmetry_ll,asymmetry_ul
ad_pa_2006_01_27_630,-3.0200261800000003,-4.671411397400001,-1.360516069500001,0.00225,-3.700224126,-5.325241537949999,-2.065870205000001,1.25e-4,4.823649933758725,4.823649933758725,4.823649933758725,-0.6597723350000004,-2.3117486180649993,1.0104688447499994
ad_qu_2002_11_13_717,8.48048055,6.6469028825,10.284677553499998,1,8.51440135,6.874906376499999,10.190702702,1,12.025515099434973,12.025515099434973,12.025515099434973,0.04706284999999877,-1.4496608274999987,1.5647416770000004
ag_br_2003_11_19_333,-4.42727355,-6.034845338000001,-2.8564174575,0,-8.574303100000002,-10.249189059499999,-6.9143429352000005,0,9.681970213401033,9.681970213401033,9.681970213401033,-4.139771865,-5.797924808,-2.4343012014000003
ag_ce_2003_06_14_325,-7.71976145,-9.341017193000003,-6.096554594500002,0,-2.7903432999999995,-4.3867635617,-1.163790652500002,0.0035,8.244168051266477,8.244168051266477,8.244168051266477,4.940191650000001,3.1749196476999995,6.616672553499997
ag_gi_1979_11_16_447,-9.820635200000002,-11.641483715,-8.003540647,0,-2.6549119,-4.3630007645,-0.944743359,0.0065,10.216323064998216,10.216323064998216,10.216323064998216,7.164820450000001,5.4502099489999996,8.906025557999998
ag_nu_2003_07_30_860,2.9170496249999998,1.1539285345,4.7155053252000005,0.995125,4.7797518000000006,3.0941905334999995,6.4315730782394995,1,5.643444575686538,5.643444575686538,5.643444575686538,1.8565776,0.2502861379999998,3.4463657619999974
ag_te_2004_05_26_499,-3.3757867499999996,-5.7652510271,-1.1681492684000017,0.007125,-0.44323054000000006,-2.238583871400001,1.317731263049999,0.343125,3.5491523558971436,3.5491523558971436,3.5491523558971436,2.952309035,0.6658996498000002,5.367247528299999
al_bi_2001_12_25_849,-7.68537795,-9.328661657,-6.01094895015,0,-1.3557085,-3.0807435299500003,0.39808626956649884,0.102875,7.846631690163235,7.846631690163235,7.846631690163235,6.32867519895,4.663330023895,7.976793217999999
al_bo_2002_07_25_563,-5.917399249999999,-7.827319598000001,-3.877285273750001,0,-2.25930212,-3.7393526177999994,-0.7884519785000005,0.0085,6.374574866867781,6.374574866867781,6.374574866867781,3.6230968400000005,1.6962586840500005,5.516863934
al_do_2001_05_27_255,0.639894285,-1.0159717914999997,2.3186232218000002,0.739625,-9.768629285,-11.463282713,-8.04957622192,0,9.835335629739319,9.835335629739319,9.835335629739319,-10.392271825000002,-12.004333322499999,-8.803731310949999
al_fr_2002_08_12_247,1.795976905,-0.11921998850000007,3.609078684899999,0.93175,-5.3055251000000005,-7.153718971,-3.4501661122000002,0,5.729076049605506,5.729076049605506,5.729076049605506,-7.07465945,-8.9893658155,-5.128717592500001
al_ga_2001_10_28_806,0.9989253999999996,-0.47467399300000024,2.5123467929999985,0.859375,0.6988150499999999,-0.794695224,2.147578944499999,0.773375,1.4778483620250236,1.4778483620250236,1.4778483620250236,-0.3192464499999996,-1.9539277485,1.2694379160000007
al_gi_2002_04_11_416,-4.8782211935,-7.104866557499999,-2.62034201095,7.5e-4,-9.29584135,-11.6519261745,-7.0102136635,0,10.542152770351109,10.542152770351109,10.542152770351109,-4.43632235,-6.24887762812,-2.6865412911
al_lo_1999_09_19_127,5.33845866,3.6171803055,6.9995912295,1,2.0156741499999997,0.26009470200000023,3.7946176633,0.9665,5.766595550196259,5.766595550196259,5.766595550196259,-3.3154422000000006,-4.9496141115,-1.6223215004
al_ma_2001_08_18_846,4.31167498,2.8565168205,5.80786386465,1,-2.1528125749999996,-3.8206752415000005,-0.5257963042000007,0.0165,4.9570293826478515,4.9570293826478515,4.9570293826478515,-6.48817796,-8.1510235055,-4.8218167117
al_ma_2002_01_25_787,6.3191666,4.344553497500001,8.2732674895,1,2.3460427824999996,0.631108489,4.1080122352699995,0.981875,6.79615481204106,6.79615481204106,6.79615481204106,-3.948560722,-5.941750232554999,-1.9459099858500013
al_ma_2004_06_15_598,-4.70835995,-6.5411670575,-2.9104179345000003,1.25e-4,-6.62505924,-8.555950087150002,-4.7042433841,0,8.180768229963233,8.180768229963233,8.180768229963233,-1.8981175750000001,-3.7072919755000004,-0.11556450245000029
al_mi_2005_02_23_162,0.463252205,-1.26625959,2.2119969000499995,0.662875,-4.804333874999999,-6.7495363776,-2.83377754655,0,4.945697316751049,4.945697316751049,4.945697316751049,-5.282836595000001,-7.263322264549999,-3.2523833984000037
al_mo_2005_10_03_273,6.805344659999999,4.8624349035000005,8.66839544905,1,8.601168805,6.690681971900001,10.467154194499999,1,10.986282232688005,10.986282232688005,10.986282232688005,1.8089027,0.10071306350000037,3.4868452819999978
al_ne_2005_11_07_247,-4.009974015,-5.801199122500001,-2.2047640199000003,1.25e-4,-0.12686920000000002,-1.7086780165,1.4679963108499992,0.450125,4.109990419374266,4.109990419374266,4.109990419374266,3.8880114500000005,2.0585744633000003,5.7406195745
al_pa_2003_03_21_907,-5.612710309999999,-7.745038287499998,-3.3881902795000003,1.25e-4,6.593737634999999,4.310436122,8.914201066499999,1,8.840938668251944,8.840938668251944,8.840938668251944,12.212041250000002,10.4243522315,13.9642866795
al_pa_2004_10_13_241,-6.25760165,-8.1192935065,-4.380130402500001,0,2.1979635999999996,0.3711645710000006,4.083159488000001,0.97075,6.7493254155332725,6.7493254155332725,6.7493254155332725,8.466337750000001,6.414396307,10.503595421
