param,mean,sd,ll,ul
mu0_pre,0.902251651303525,0.3016183873670234,0.3948060555,1.3980260299999996
mu0_post,-0.589535378482975,0.26943307448779313,-1.030138445,-0.14424336250000064
tau_pre,0.8563177609452476,0.5372265029169843,0.0677239652,1.7767294699999994
tau_post,0.89384091288539,0.5219830523407532,0.09653352545,1.7539477599999997
rho_pre_post,0.46536044556681877,NA,-0.436113878,0.937278729
