outcome,trait,N,model_used,beta_int_c1,se_int_c1,ci95_int_c1_lower,ci95_int_c1_upper,MDE_c1,beta_int_c2,se_int_c2,ci95_int_c2_lower,ci95_int_c2_upper,MDE_c2
f2_std_a,pid5_detachment_c,141,lmer,-4.2569735496018675,3.196250891057952,-10.521510181629507,2.007563082425772,8.95456924976836,-6.4876825777749305,3.236831322018706,-12.831755392962762,-0.1436097625870989,9.068258785292663
f2_std_i,pid5_detachment_c,141,lmer,-24.147582193658312,13.469289751374301,-50.54690500368639,2.2517406163697693,37.735363065930734,-22.017599221437184,13.632451130712461,-48.736712458635935,4.701514015761568,38.19247357445145
f2_std_u,pid5_detachment_c,141,lm,-37.128797411386664,88.17277895211318,-209.94426857433976,135.68667375156642,247.0235541521825,16.853319550980224,89.12290500629118,-157.82436445893492,191.53100356089536,249.6854132609116
jitter_a,pid5_detachment_c,141,lmer,-0.009186952311180555,0.11869924274447535,-0.24183319308252949,0.22345928846016838,0.3325460438741251,-0.08239983063014827,0.1200894290975191,-0.31777078658526203,0.15297112532496548,0.33644076941123485
jitter_i,pid5_detachment_c,141,lmer,-0.05064314867217204,0.177767578253029,-0.3990611996670145,0.29777490232267045,0.4980310194934263,0.05143266057534353,0.17992706813525525,-0.301217912813641,0.40408323396432805,0.504081014426136
jitter_u,pid5_detachment_c,141,lmer,-0.22266564946248368,0.31142173105685544,-0.8330410263370389,0.38770972741207155,0.8724745183280384,-0.19896022963994944,0.31499690326117075,-0.8163428152734914,0.41842235599359257,0.8824906679278565
nne_a,pid5_detachment_c,141,lmer,0.40687255743175327,0.4059933988715385,-0.38885988231746654,1.2026049971809731,1.1374251049299444,-0.05903015913598881,0.41134317804531506,-0.8652479733910532,0.7471876551190755,1.1524129671833654
nne_i,pid5_detachment_c,141,lmer,0.09561153987296359,0.3561116496993325,-0.6023544680128718,0.793577547758799,0.9976771337954733,-0.051007764465837206,0.36078149534855186,-0.7581265016375036,0.6561109727058292,1.0107601043371954
nne_u,pid5_detachment_c,141,lmer,-0.12017382350652353,0.34701288366313277,-0.8003065776576512,0.5599589306446042,0.9721861653653877,0.10724300491980093,0.3515396813705356,-0.5817621097031347,0.7962481195427367,0.9848683749078352
f0_mean_a,pid5_disinhibition_c,141,lmer,0.5541250396160593,1.290141895771855,-1.9745066110430036,3.0827566902751222,3.61444246446267,-0.7616043164736829,1.2950482060568682,-3.2998521585883505,1.7766435256409845,3.628187910832639
f0_mean_i,pid5_disinhibition_c,141,lmer,0.9500976754257587,1.5841462623846376,-2.1547719450918685,4.054967295943386,4.438120752025708,-0.8426304167031126,1.5901541794631313,-3.9592753383166905,2.274014504910465,4.454952443704464
f0_mean_u,pid5_disinhibition_c,141,lmer,0.7710092632019857,1.446597736225246,-2.0642701999166686,3.6062887263206402,4.0527668343643315,-0.6312542118153376,1.4521120545075175,-3.4773415401665346,2.2148331165358597,4.068215666951914
f0_std_a,pid5_disinhibition_c,141,lmer,-0.6955503997985025,0.8286536524787284,-2.3196817143143798,0.9285809147173746,2.321543823719726,-1.0517871797525722,0.8285411254136223,-2.6756979452735554,0.572123585768411,2.321228569557487
f0_std_i,pid5_disinhibition_c,141,lmer,-0.33314428269710383,1.2683966246733451,-2.819155985169028,2.1528674197748203,3.5535212343892257,1.0933773134132099,1.2709353931144616,-1.3976102837683895,3.584364910594809,3.5606338105260695
f0_std_u,pid5_disinhibition_c,141,lmer,-0.3954051257392558,1.2396613345675445,-2.8250966945185003,2.034286443039989,3.473016870390627,-0.5207916692055825,1.2420209039501275,-2.9551079089937136,1.9135245705825485,3.4796274050939835
f2_mean_a,pid5_disinhibition_c,141,lmer,-10.04392003719822,23.84804902470774,-56.78523722717094,36.6973971527745,66.81234162845459,-18.712169860313256,23.920685669034146,-65.59585225712357,28.171512536497058,67.01583937749277
f2_mean_i,pid5_disinhibition_c,141,lmer,-0.2349585503795849,39.11026472219751,-76.8896688317141,76.41975173095493,109.57073952219363,-46.086062778407204,39.21540371258787,-122.94684169427774,30.774716137463322,109.86529536351858
f2_mean_u,pid5_disinhibition_c,141,lmer,-20.36032584815362,26.51942929706967,-72.33745216096652,31.616800464659278,74.29644111146237,-2.169497859940367,26.598144585154643,-54.3009033024325,49.961907582551774,74.51696869900073
f2_std_a,pid5_disinhibition_c,141,lmer,-5.171747448266304,3.217641538335071,-11.478208978563096,1.1347140820304888,9.014496970985807,-2.38957838077523,3.22570014475013,-8.711834489411121,3.9326777278606615,9.037073843596826
f2_std_i,pid5_disinhibition_c,141,lmer,-13.05689932564474,13.476694356746302,-39.47073489552167,13.356936244232195,37.75610769888689,14.59345528642954,13.497415945464148,-11.860993851036822,41.0479044238959,37.81416099553463
f2_std_u,pid5_disinhibition_c,141,lm,-4.189489543143575,88.38568528469222,-177.42224945003207,169.04327036374494,247.62002938637858,15.353575410387426,88.30774213070312,-157.726418721841,188.43356954261586,247.40166499830963
jitter_a,pid5_disinhibition_c,141,lmer,-0.08650505093019309,0.11872879488379283,-0.3192092128302704,0.14619911096988422,0.33262883671080057,-0.11324906420383582,0.11882202264875168,-0.34613594916559165,0.11963782075791998,0.332890022239027
jitter_i,pid5_disinhibition_c,141,lmer,-0.1850075016212268,0.1772822060511734,-0.5324742405813354,0.1624592373388818,0.49667120790742475,0.09030549285966728,0.17757657840804525,-0.2577382053179543,0.43834919103728887,0.497495917151058
jitter_u,pid5_disinhibition_c,141,lmer,0.040685992995373385,0.3118888144591224,-0.5706048505254017,0.6519768365161484,0.8737830922834554,-0.24692234155663217,0.31201694512588674,-0.8584643165695803,0.364619633456316,0.8741420612654494
nne_a,pid5_disinhibition_c,141,lmer,0.6851788859722154,0.4057692859035739,-0.11011430043132542,1.4804720723757563,1.1367972333517073,0.08557952404236792,0.40702371463968373,-0.7121722975051202,0.883331345589856,1.1403116223559688
nne_i,pid5_disinhibition_c,141,lmer,0.08469219200765285,0.35728097228358835,-0.6155656460296334,0.7849500300449391,1.0009530906627302,-0.002076562882523336,0.3583507394508822,-0.704431106039549,0.7002779802745023,1.0039501345454431
nne_u,pid5_disinhibition_c,141,lmer,-0.04295307748965677,0.348289193206572,-0.7255873523790501,0.6396811973997365,0.9757618553160236,-0.16145533928202782,0.3493012570318521,-0.846073222819026,0.5231625442549703,0.9785972383687153
f0_mean_a,pid5_negative_affectivity_c,141,lmer,1.692181943251957,1.2871676903307323,-0.8306203718598828,4.214984258363796,3.6061099744631897,-1.3377705345465443,1.2816351046841998,-3.849729181049797,1.1741881119567084,3.5906099642979203
f0_mean_i,pid5_negative_affectivity_c,141,lmer,4.561042993078259,1.5727499459229264,1.4785097423820068,7.643576243774511,4.40619300028564,0.4130899369681912,1.5663567275337107,-2.6569128359398992,3.483092709876282,4.388281854150246
f0_mean_u,pid5_negative_affectivity_c,141,lmer,1.906415038556176,1.4458768809026215,-0.9274515740920704,4.740281651204422,4.050747296748068,-1.1791958489479002,1.4398234088882815,-4.001197874466619,1.6428061765708184,4.033787979034433
f0_std_a,pid5_negative_affectivity_c,141,lmer,0.629024834823082,0.8316596232008018,-1.0009980740466409,2.259047743692805,2.329965306860767,-0.5757004571349821,0.8270374614527993,-2.1966640954479013,1.0452631811779374,2.317015926831836
f0_std_i,pid5_negative_affectivity_c,141,lmer,1.043617609753075,1.2833842165147067,-1.4717692329429042,3.559004452449054,3.595510250147095,1.2978102171309032,1.2777333159414705,-1.2065010639613165,3.802121498223123,3.5796787706320905
f0_std_u,pid5_negative_affectivity_c,141,lmer,-0.7299697657726751,1.2519254442791923,-3.1836985478891973,1.723759016343847,3.507375818872095,0.3961206199845727,1.2463351849353974,-2.046651455153873,2.8388926951230187,3.4917142309291016
f2_mean_a,pid5_negative_affectivity_c,141,lmer,-39.3701019313374,24.00811837974141,-86.42514929220468,7.6849454295298685,67.26078956738979,-38.1979875398191,23.912972102947823,-85.06655162490786,8.670576545269654,66.9942291647664
f2_mean_i,pid5_negative_affectivity_c,141,lmer,21.267316475832615,39.629630611927034,-56.40533224417037,98.9399651958356,111.02578732165195,14.003567755273698,39.46694040442354,-63.35021401738509,91.35734952793248,110.56999684117842
f2_mean_u,pid5_negative_affectivity_c,141,lmer,-48.878141505526266,26.77541283844758,-101.35698634007488,3.600703329022352,75.01360081706692,-28.995830743238738,26.668579212286904,-81.26528551817462,23.273624031697143,74.71429730921777
f2_std_a,pid5_negative_affectivity_c,141,lmer,-10.207444674708325,3.2118311502066383,-16.50251805353719,-3.91237129587946,8.998218673493689,-6.396152958421314,3.1985040832255645,-12.665105765947722,-0.12720015089490566,8.960881759638712
f2_std_i,pid5_negative_affectivity_c,141,lmer,-10.408036579360871,13.671527580142682,-37.20373825008656,16.387665091364813,38.30194957755149,4.6332819187850545,13.60809748710173,-22.03809905404434,31.304662891614452,38.12424476650443
f2_std_u,pid5_negative_affectivity_c,141,lm,-36.91350989858962,89.02124009686163,-211.39193434753133,137.56491455035206,249.40059035345297,-44.018372325418596,88.49499794818955,-217.46538111581603,129.42863646497884,247.92627812858527
jitter_a,pid5_negative_affectivity_c,141,lmer,-0.022639807552842086,0.11884122248998207,-0.2555643235119183,0.21028470840623417,0.33294381223040814,-0.16197070390005275,0.11824308105486124,-0.3937228841886311,0.06978147638852558,0.33126806802743275
jitter_i,pid5_negative_affectivity_c,141,lmer,-0.119017466633224,0.18013382581830498,-0.47207327763451296,0.23403834436806498,0.5046602636946993,0.001822020692927934,0.1793057240525152,-0.34961074067187903,0.35325478205773486,0.5023402660285694
jitter_u,pid5_negative_affectivity_c,141,lmer,-0.0515534514082987,0.3152857346941689,-0.66950213624812,0.5663952334315226,0.8832998538010705,0.044113485556409815,0.3136370169986128,-0.5706037719794478,0.6588307430922674,0.8786808306763593
nne_a,pid5_negative_affectivity_c,141,lmer,0.3368837065888549,0.4125485768149781,-0.47169664584175786,1.1454640590194676,1.155789994558385,-0.0026582316138378803,0.41091346813544816,-0.8080338299217631,0.8027173666940874,1.1512090982518055
nne_i,pid5_negative_affectivity_c,141,lmer,-0.0687427517037303,0.3611805496183946,-0.7766436208721654,0.6391581174647047,1.0118780888808117,0.1178399455006206,0.3597405538596145,-0.5872385838427151,0.8229184748439563,1.007843818048868
nne_u,pid5_negative_affectivity_c,141,lmer,-0.5612514757466155,0.35003188679584135,-1.2473013673070656,0.12479841581383466,0.9806441599154209,-0.2394209558688983,0.3486267392625891,-0.9227168088712087,0.443874897133412,0.9767075193569934
f0_mean_a,pid5_psychoticism_c,141,lmer,0.7490341595204227,1.2940105761200378,-1.7871799652887765,3.285248284329622,3.6252809021397434,-0.34123815288646203,1.2707422567422335,-2.831847209734389,2.1493709039614655,3.5600927225205554
f0_mean_i,pid5_psychoticism_c,141,lmer,0.4679475004932071,1.5970105005739201,-2.6621355635639588,3.5980305645503727,4.474161011579086,-0.1830198864229058,1.5681745047946554,-3.2565854372943637,2.8905456644485517,4.39337451205433
f0_mean_u,pid5_psychoticism_c,141,lmer,0.09507136120888277,1.4600671063826647,-2.766607582312751,2.9567503047305164,4.090502422694647,-1.2109597922373365,1.433782073599542,-4.021121018171595,1.5992014336969218,4.016862663391836
f0_std_a,pid5_psychoticism_c,141,lmer,0.13858376520785057,0.8363881928537966,-1.5007069698801312,1.7778745002958323,2.3432127977034147,-0.48619334104100126,0.8185984955829175,-2.0906169101821894,1.118230228100187,2.2933734447946152
f0_std_i,pid5_psychoticism_c,141,lmer,-0.17229230253722955,1.2850305766802197,-2.6909059518631957,2.3463213467887365,3.6001226684504863,0.3552859866891284,1.2599234341378511,-2.114118567499082,2.824690540877339,3.5297828690347313
f0_std_u,pid5_psychoticism_c,141,lmer,-0.9889301866602183,1.2491337966299993,-3.4371874399267965,1.45932706660636,3.4995547800839364,0.9478658634343757,1.2245865972584637,-1.4522797631426685,3.34801149001142,3.4307837091785705
f2_mean_a,pid5_psychoticism_c,141,lmer,3.3521639666831624,24.033252616579183,-43.75214559316503,50.45647352653136,67.33120527378304,-32.65976686718398,23.583871598765423,-78.88330581678126,13.563772082413294,66.07222605697545
f2_mean_i,pid5_psychoticism_c,141,lmer,-64.9202525455959,39.34970433060863,-142.04425583588858,12.20375074469679,110.24154998974898,-75.68870760750241,38.60213699738839,-151.34750584866475,-0.029909366340049814,108.14717639945502
f2_mean_u,pid5_psychoticism_c,141,lmer,-23.308235256999694,26.78785399813038,-75.81146431645251,29.194993802453126,75.04845578613045,-43.571916616406284,26.284795206358858,-95.08916856188068,7.945335329068115,73.63909371126158
f2_std_a,pid5_psychoticism_c,141,lmer,-1.5673075574834052,3.268458780449376,-7.973369052117889,4.838753937151077,9.15686580531851,-1.945230942656095,3.2057938531600976,-8.228471436709771,4.3380095513975805,8.981304671330744
f2_std_i,pid5_psychoticism_c,141,lmer,-23.03461214633915,13.65152004680222,-49.79109977229805,3.7218754796197473,38.24589676789395,-1.5007419119086365,13.379159731319099,-27.72341312870265,24.721929304885375,37.482856134035856
f2_std_u,pid5_psychoticism_c,141,lm,-38.54194266315287,88.98410345360442,-212.9475806288037,135.86369530249797,249.29654888265324,20.21598860430768,87.04483096379738,-150.38874512511205,190.82072233372742,243.8635117413167
jitter_a,pid5_psychoticism_c,141,lmer,0.0022719111821927975,0.11989821992631987,-0.2327242816838567,0.2372681040482423,0.33590508062363544,-0.05724939104921954,0.1174373551647563,-0.2874223776117807,0.17292359551334163,0.32901075828386384
jitter_i,pid5_psychoticism_c,141,lmer,-0.22816024270980573,0.17973250715660727,-0.5804294835878434,0.1241089981682319,0.5035359352643342,-0.09848008278630485,0.1761675565262929,-0.44376214882226295,0.24680198324965327,0.4935484222751429
jitter_u,pid5_psychoticism_c,141,lmer,-0.27766815868997496,0.3145156128441487,-0.8941074324400494,0.3387711150600995,0.8811422918099081,0.09689493491211765,0.3079650112886081,-0.5067053957120252,0.7004952655362605,0.8627902233221577
nne_a,pid5_psychoticism_c,141,lmer,0.5823817663472012,0.41218982942022103,-0.22549545411014016,1.3902589868045425,1.154784933160197,0.4407047862002148,0.4044768627151226,-0.35205529730117713,1.2334648697016068,1.1331763996513957
nne_i,pid5_psychoticism_c,141,lmer,-0.010711311224273051,0.36108144449779955,-0.7184179379256584,0.6969953154771124,1.0116004374399132,0.4316398552195558,0.3542986351416028,-0.2627727094296826,1.1260524198687942,0.9925978190103142
nne_u,pid5_psychoticism_c,141,lmer,-0.3823971120491266,0.35140861681652885,-1.0711453448665593,0.3063511207683061,0.9845011863907114,0.21017324716612074,0.3447843899490544,-0.4655917395656395,0.885938233897881,0.9659428503173682
